 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (5.004705280000000000e+09+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (5.004705280000000000e+09+0.000000000000000000e+00j)
